HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"2504.10","1","In powder or in flakes:","","","","","",""
"2504.10.10.00","2","Crystalline flake (not including flake dust)","[""kg""]","Free","","3.6¢/kg","",""
"2504.10.50.00","2","Other","[""kg""]","Free","","10%","",""
"2504.90.00.00","1","Other","[""kg""]","Free","","10%","",""
"2505","0","Natural sands of all kinds, whether or not colored, other than metalbearing sands of chapter 26:","","","","","",""
"2505.10","1","Silica sands and quartz sands:","","","","","",""
"2505.10.10.00","2","Sand containing by weight 95 percent or more of silica and not more than 0.6 percent of oxide of iron","[""t""]","Free","","$1.97/t","",""
"2505.10.50.00","2","Other","[""t""]","Free","","Free","",""
"2505.90.00.00","1","Other","[""t""]","Free","","Free","",""
"2506","0","Quartz (other than natural sands); quartzite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape:","","","","","",""
"2506.10.00","1","Quartz","","Free","","Free","",""
"2506.10.00.10","2","Sands (other than natural) containing by weight 95 percent or more of silica and not more than 0.6 percent of oxide of iron","[""t""]","","","","",""
"2506.10.00.50","2","Other","[""t""]","","","","",""
"2506.20.00","1","Quartzite","","Free","","Free","",""
"2506.20.00.10","2","Crude or roughly trimmed","[""t""]","","","","",""
"2506.20.00.80","2","Other","[""t""]","","","","",""
"2507.00.00.00","0","Kaolin and other kaolinic clays, whether or not calcined","[""t""]","Free","","$2.46/t","",""
"2508","0","Other clays (not including expanded clays of heading 6806), andalusite, kyanite and sillimanite, whether or not calcined; mullite; chamotte or dinas earths:","","","","","",""
"2508.10.00.00","1","Bentonite","[""t""]","Free","","$3.20/t","",""
"2508.30.00.00","1","Fire-clay","[""t""]","Free","","$1.97/t","",""
"2508.40.01","1","Other clays","","Free","","$1.97/t","",""
"2508.40.01.10","2","Common blue clay and other ball clays","[""t""]","","","","",""
"2508.40.01.20","2","Decolorizing earths and fuller's earth","[""t""]","","","","",""
"2508.40.01.50","2","Other","[""t""]","","","","",""
"2508.50.00.00","1","Andalusite, kyanite and sillimanite","[""t""]","Free","","Free","",""
"2508.60.00.00","1","Mullite","[""t""]","Free","","30%","",""
"2508.70.00.00","1","Chamotte or dinas earth","[""t""]","Free","","Free","",""
"2509.00","0","Chalk:","","","","","",""
"2509.00.10.00","1","Crude","[""t""]","Free","","Free","",""
"2509.00.20.00","1","Other","[""t""]","Free","","13%","",""
"2510","0","Natural calcium phosphates, natural aluminum calcium phosphates and phosphatic chalk:","","","","","",""
"2510.10.00.00","1","Unground","[""t""]","Free","","Free","",""
"2510.20.00.00","1","Ground","[""t""]","Free","","Free","",""
"2511","0","Natural barium sulfate (barytes); natural barium carbonate (witherite), whether or not calcined, other than barium oxide of heading 2816:","","","","","",""
"2511.10","1","Natural barium sulfate (barytes):","","","","","",""
"2511.10.10.00","2","Ground","[""t""]","Free","","$7.38/t","",""
"2511.10.50.00","2","Other","[""t""]","$1.25/t","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","$3.94/t","",""
"2511.20.00.00","1","Natural barium carbonate (witherite)","[""kg""]","Free","","30%","",""
"2512.00.00.00","0","Siliceous fossil meals (for example, kieselguhr, tripolite and diatomite) and similar siliceous earths, whether or not calcined, of an apparent specific gravity of 1 or less","[""t""]","Free","","Free","",""
"2513","0","Pumice; emery; natural corundum, natural garnet and other natural abrasives, whether or not heat-treated:","","","","","",""
"2513.10.00","1","Pumice stone","","Free","","Free","",""
"2513.10.00.10","2","Crude or in irregular pieces, including crushed pumice","[""kg""]","","","","",""
"2513.10.00.80","2","Other","[""kg""]","","","","",""
"2513.20","1","Emery, natural corundum, natural garnet and other natural abrasives:","","","","","",""
"2513.20.10.00","2","Crude or in irregular pieces","[""kg""]","Free","","Free","",""
"2513.20.90.00","2","Other","[""kg""]","Free","","2.2¢/kg","",""
"2514.00.00.00","0","Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape","[""t""]","Free","","25%","",""
"2515","0","Marble, travertine and other calcareous monumental or building stone of an apparent specific gravity of 2.5 or more, and alabaster, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape:","","","","","",""
"","1","Marble and travertine:","","","","","",""
"2515.11.00.00","2","Crude or roughly trimmed","[""m<sup>3<\/sup>"",""t""]","Free","","$22.95/m<sup>3</sup>","",""
"2515.12","2","Merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape:","","","","","",""
"2515.12.10.00","3","Marble","[""t""]","Free","","13%","",""
"2515.12.20.00","3","Travertine","[""t""]","3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"2515.20.00.00","1","Other calcareous monumental or building stone; alabaster","[""t""]","3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"2516","0","Granite, porphyry, basalt, sandstone and other monumental or building stone, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape:","","","","","",""
"","1","Granite:","","","","","",""
"2516.11.00.00","2","Crude or roughly trimmed","[""m<sup>3<\/sup>"",""t""]","Free","","$8.83/m<sup>3</sup>","",""
"2516.12.00","2","Merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape","","2.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","60%","",""
"2516.12.00.30","3","Having a thickness of 7.5 cm or more","[""t""]","","","","",""
"2516.12.00.60","3","Other","[""t""]","","","","",""
"2516.20","1","Sandstone:","","","","","",""
"2516.20.10.00","2","Crude or roughly trimmed","[""m<sup>3<\/sup>"",""t""]","Free","","$5.30/m<sup>3</sup>","",""
"2516.20.20.00","2","Merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape","[""t""]","3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"2516.90.00","1","Other monumental or building stone","","3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"2516.90.00.30","2","Having a thickness of 7.5 cm or more","[""t""]","","","","",""
"2516.90.00.60","2","Other","[""t""]","","","","",""
"2517","0","Pebbles, gravel, broken or crushed stone, of a kind commonly used for concrete aggregates, for road metalling, or for railway or other ballast; shingle and flint, whether or not heat-treated; macadam of slag, dross or similar industrial waste, whether or not incorporating the materials cited in the first part of the heading; tarred macadam; granules, chippings and powder, of stones of heading 2515 or 2516, whether or not heat-treated:","","","","","",""
"2517.10.00","1","Pebbles, gravel, broken or crushed stone, of a kind commonly used for concrete aggregates, for road metalling, or for railway or other ballast, shingle and flint, whether or not heat-treated","","Free","","30%","",""
"2517.10.00.15","2","Pebbles and gravel","[""t""]","","","","",""
"2517.10.00.20","2","Limestone, except pebbles and gravel","[""t""]","","","","",""
"2517.10.00.55","2","Other","[""t""]","","","","",""
"2517.20.00.00","1","Macadam of slag, dross or similar industrial waste, whether or not incorporating the materials cited in subheading 2517.10","[""t""]","Free","","30%","",""
"2517.30.00.00","1","Tarred macadam","[""t""]","Free","","30%","",""
"","1","Granules, chippings and powder, of stones of heading 2515 or 2516, whether or not heat-treated:","","","","","",""
"2517.41.00.00","2","Of marble","[""t""]","Free","","30%","",""
"2517.49.00.00","2","Other","[""t""]","Free","","$1.10/t","",""
"2518","0","Dolomite, whether or not calcined or sintered, including dolomite roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape:","","","","","",""
"2518.10.00.00","1","Dolomite, not calcined or sintered","[""t""]","Free","","Free","",""
"2518.20.00.00","1","Calcined or sintered dolomite","[""t""]","3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"2519","0","Natural magnesium carbonate (magnesite); fused magnesia; dead-burned (sintered) magnesia, whether or not containing small quantities of other oxides added before sintering; other magnesium oxide, whether or not pure:","","","","","",""
"2519.10.00.00","1","Natural magnesium carbonate (magnesite)","[""t""]","Free","","$10.33/t","",""
"2519.90","1","Other:","","","","","",""
"2519.90.10.00","2","Fused magnesia and dead-burned (sintered) magnesia","[""kg""]","Free","","1.7¢/kg","",""
"2519.90.20.00","2","Caustic calcined magnesite","[""t""]","Free","","$20.70/t","",""
"2519.90.50.00","2","Other","[""kg""]","Free","","15.4¢/kg","",""
"2520","0","Gypsum; anhydrite; plasters (consisting of calcined gypsum or calcium sulfate) whether or not colored, with or without small quantities of accelerators or retarders:","","","","","",""
"2520.10.00.00","1","Gypsum; anhydrite","[""t""]","Free","","Free","",""
"2520.20.00.00","1","Plasters","[""t""]","Free","","$1.38/t","",""
"2521.00.00.00","0","Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of lime or cement","[""t""]","Free","","Free","",""
"2522","0","Quicklime, slaked lime and hydraulic lime, other than calcium oxide and hydroxide of heading 2825:","","","","","",""
"2522.10.00.00","1","Quicklime","[""kg""]","Free","","0.2¢/kg, including weight of container","",""
"2522.20.00.00","1","Slaked lime","[""kg""]","Free","","0.3¢/kg, including weight of container","",""
"2522.30.00.00","1","Hydraulic lime","[""kg""]","Free","","0.2¢/kg, including weight of container","",""
"2523","0","Portland cement, aluminous cement, slag cement, supersulfate cement and similar hydraulic cements, whether or not colored or in the form of clinkers:","","","","","",""
"2523.10.00.00","1","Cement clinkers","[""t""]","Free","","$1.32/t, including weight of container","",""
"","1","Portland cement:","","","","","",""
"2523.21.00.00","2","White cement, whether or not artificially colored","[""t""]","Free","","$1.76/t, including weight of container","",""
"2523.29.00.00","2","Other","[""t""]","Free","","$1.32/t, including weight of container","",""
"2523.30.00.00","1","Aluminous cement","[""t""]","Free","","$1.32/t, including weight of container","",""
"2523.90.00.00","1","Other hydraulic cements","[""t""]","Free","","$1.32/t, including weight of container","",""
"2524","0","Asbestos:","","","","","",""
"2524.10.00.00","1","Crocidolite (Blue)","[""t""]","Free","","Free","",""
"2524.90.00","1","Other","","Free","","Free","",""
"2524.90.00.10","2","Amosite","[""t""]","","","","",""
"","2","Chrysotile:","","","","","",""
"2524.90.00.30","3","Crudes","[""t""]","","","","",""
"2524.90.00.40","3","Milled fibers, group 3 grades (spinning fibers or equivalent)","[""t""]","","","","",""
"2524.90.00.45","3","Milled fibers, group 4 and 5 grades","[""t""]","","","","",""
"2524.90.00.55","3","Other","[""t""]","","","","",""
"2524.90.00.60","2","Other","[""t""]","","","","",""
"2525","0","Mica, including splittings; mica waste:","","","","","",""
"2525.10.00","1","Crude mica and mica rifted into sheets or splittings","","Free","","Free","",""
"2525.10.00.10","2","Split block mica","[""kg""]","","","","",""
"2525.10.00.20","2","Mica splittings","[""kg""]","","","","",""
"2525.10.00.50","2","Other","[""kg""]","","","","",""
"2525.20.00.00","1","Mica powder","[""kg""]","Free","","20%","",""
"2525.30.00.00","1","Mica waste","[""kg""]","Free","","8.8¢/kg","",""
"2526","0","Natural steatite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape; talc:","","","","","",""
"2526.10.00.00","1","Not crushed, not powdered","[""kg""]","Free","","0.6¢/kg","",""
"2526.20.00.00","1","Crushed or powdered","[""t""]","Free","","35%","",""
"2528.00.00","0","Natural borates and concentrates thereof (whether or not calcined), but not including borates separated from natural brine; natural boric acid containing not more than 85 percent of H<sub>3</sub>BO<sub>3</sub> calculated on the dry weight","","Free","","Free","",""
"2528.00.00.05","1","Natural sodium borates and concentrates thereof (whether or not calcined)","[""kg""]","","","","",""
"2528.00.00.10","1","Natural calcium borates","[""kg""]","","","","",""
"2528.00.00.50","1","Other","[""kg""]","","","","",""
"2529","0","Feldspar; leucite, nepheline and nepheline syenite; fluorspar:","","","","","",""
"2529.10.00.00","1","Feldspar","[""t""]","Free","","49¢/t","",""
"","1","Fluorspar:","","","","","",""
"2529.21.00.00","2","Containing by weight 97 percent or less of calcium fluoride","[""t""]","Free","","13.5%","",""
"2529.22.00.00","2","Containing by weight more than 97 percent of calcium fluoride","[""t""]","Free","","$5.51/t","",""
"2529.30.00","1","Leucite; nepheline and nepheline syenite","","Free","","Free","",""
"2529.30.00.10","2","Nepheline syenite","[""t""]","","","","",""
"2529.30.00.50","2","Other","[""t""]","","","","",""
"2530","0","Mineral substances not elsewhere specified or included:","","","","","",""
"2530.10.00.00","1","Vermiculite, perlite and chlorites, unexpanded","[""kg""]","Free","","Free","",""
"2530.20","1","Kieserite, epsom salts (natural magnesium sulfates):","","","","","",""
"2530.20.10.00","2","Kieserite","[""kg""]","Free","","Free","",""
"2530.20.20.00","2","Epsom salts","[""kg""]","Free","","20%","",""
"2530.90","1","Other:","","","","","",""
"2530.90.10.00","2","Natural cryolite; natural chiolite","[""t""]","Free","","Free","",""
"2530.90.20.00","2","Natural micaceous iron oxides","[""kg""]","2.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"2530.90.80","2","Other","","Free","","0.3¢/kg","",""
"2530.90.80.10","3","Celestite","[""kg""]","","","","",""
"2530.90.80.15","3","Earth colors","[""kg""]","","","","",""
"2530.90.80.50","3","Other","[""kg""]","","","","",""
